year category name film result
1963 "Foreign Language Film" "Keeper of Promises (The Given Word)" Brazil Nominee
1963 "Foreign Language Film" Tlayucan Mexico Nominee
1963 "Special Effects" "The Longest DayMutiny on the Bounty" "Visual Effects by Robert MacDonald; Audible Effects by Jacques MaumontVisual Effects by A. Arnold Gillespie; Audible Effects by Milo Lory" Winner
1963 "Special Effects" "Mutiny on the Bounty" "Visual Effects by A. Arnold Gillespie; Audible Effects by Milo Lory" Nominee
1964 "Foreign Language Film" "Federico Fellini's 8-1/2" Italy Winner
1964 "Foreign Language Film" "Knife in the Water" Poland Nominee
1964 "Foreign Language Film" "Los Tarantos" Spain Nominee
1964 "Foreign Language Film" "The Red Lanterns" Greece Nominee
1964 "Foreign Language Film" "Twin Sisters of Kyoto" Japan Nominee
1964 "Special Effects" "CleopatraThe Birds" "Emil Kosa, Jr.Ub Iwerks" Winner
1964 "Special Effects" "The Birds" "Ub Iwerks" Nominee
1965 "Foreign Language Film" "Yesterday, Today and Tomorrow" Italy Winner
1965 "Foreign Language Film" "Raven's End" Sweden Nominee
1965 "Foreign Language Film" Sallah Israel Nominee
1965 "Foreign Language Film" "The Umbrellas of Cherbourg" France Nominee
1965 "Foreign Language Film" "Woman in the Dunes" Japan Nominee
1965 "Special Visual Effects" "Mary Poppins7 Faces of Dr. Lao" "Peter Ellenshaw, Eustace Lycett, Hamilton LuskeJim Danforth" Winner
1965 "Special Visual Effects" "7 Faces of Dr. Lao" "Jim Danforth" Nominee
1966 "Foreign Language Film" "The Shop on Main Street" Czechoslovakia Winner
1966 "Foreign Language Film" "Blood on the Land" Greece Nominee
1966 "Foreign Language Film" "Dear John" Sweden Nominee
1966 "Foreign Language Film" Kwaidan Japan Nominee
1966 "Foreign Language Film" "Marriage Italian Style" Italy Nominee
1966 "Special Visual Effects" "ThunderballThe Greatest Story Ever Told" "John StearsJ. McMillan Johnson" Winner
1966 "Special Visual Effects" "The Greatest Story Ever Told" "J. McMillan Johnson" Nominee
1967 "Foreign Language Film" "A Man and a Woman" France Winner
1967 "Foreign Language Film" "The Battle of Algiers" Italy Nominee
1967 "Foreign Language Film" "Loves of a Blonde" Czechoslovakia Nominee
1967 "Foreign Language Film" Pharaoh Poland Nominee
1967 "Foreign Language Film" Three Yugoslavia Nominee
1967 "Special Visual Effects" "Fantastic VoyageHawaii" "Art CruickshankLinwood G. Dunn" Winner
1967 "Special Visual Effects" Hawaii "Linwood G. Dunn" Nominee
1968 "Foreign Language Film" "Closely Watched Trains" Czechoslovakia Winner
1968 "Foreign Language Film" "El Amor Brujo" Spain Nominee
1968 "Foreign Language Film" "I Even Met Happy Gypsies" Yugoslavia Nominee
1968 "Foreign Language Film" "Live for Life" France Nominee
1968 "Foreign Language Film" "Portrait of Chieko" Japan Nominee
1968 "Special Visual Effects" "Doctor DolittleTobruk" "L. B. AbbottHoward A. Anderson, Jr., Albert Whitlock" Winner
1968 "Special Visual Effects" Tobruk "Howard A. Anderson, Jr., Albert Whitlock" Nominee
1969 "Foreign Language Film" "War and Peace" "Union of Soviet Socialist Republics" Winner
1969 "Foreign Language Film" "The Boys of Paul Street" Hungary Nominee
1969 "Foreign Language Film" "The Firemen's Ball" Czechoslovakia Nominee
1969 "Foreign Language Film" "The Girl with the Pistol" Italy Nominee
1969 "Foreign Language Film" "Stolen Kisses" France Nominee
1969 "Special Visual Effects" "2001: A Space OdysseyIce Station Zebra" "Stanley KubrickHal Millar, J. McMillan Johnson" Winner
1969 "Special Visual Effects" "Ice Station Zebra" "Hal Millar, J. McMillan Johnson" Nominee
1970 "Foreign Language Film" Z Algeria Winner
1970 "Foreign Language Film" "Ådalen '31" Sweden Nominee
1970 "Foreign Language Film" "The Battle of Neretva" Yugoslavia Nominee
1970 "Foreign Language Film" "The Brothers Karamazov" "Union of Soviet Socialist Republics" Nominee
1970 "Foreign Language Film" "My Night at Maud's" France Nominee
1970 "Special Visual Effects" "MaroonedKrakatoa, East of Java" "Robbie RobertsonEugene Lourie, Alex Weldon" Winner
1970 "Special Visual Effects" "Krakatoa, East of Java" "Eugene Lourie, Alex Weldon" Nominee
1971 "Foreign Language Film" "Investigation of a Citizen above Suspicion" Italy Winner
1971 "Foreign Language Film" "First Love" Switzerland Nominee
1971 "Foreign Language Film" Hoa-Binh France Nominee
1971 "Foreign Language Film" "Paix Sur Les Champs" Belgium Nominee
1971 "Foreign Language Film" Tristana Spain Nominee
1971 "Special Visual Effects" "Tora! Tora! Tora!Patton" "A. D. Flowers, L. B. AbbottAlex Weldon" Winner
1971 "Special Visual Effects" Patton "Alex Weldon" Nominee
1972 "Foreign Language Film" "The Garden of the Finzi Continis" Italy Winner
1972 "Foreign Language Film" Dodes'ka-Den Japan Nominee
1972 "Foreign Language Film" "The Emigrants" Sweden Nominee
1972 "Foreign Language Film" "The Policeman" Israel Nominee
1972 "Foreign Language Film" Tchaikovsky "Union of Soviet Socialist Republics" Nominee
1972 "Special Visual Effects" "Bedknobs and BroomsticksWhen Dinosaurs Ruled the Earth" "Alan Maley, Eustace Lycett, Danny LeeJim Danforth, Roger Dicken" Winner
1972 "Special Visual Effects" "When Dinosaurs Ruled the Earth" "Jim Danforth, Roger Dicken" Nominee
1973 "Foreign Language Film" "The Discreet Charm of the Bourgeoisie" France Winner
1973 "Foreign Language Film" "The Dawns Here Are Quiet" "Union of Soviet Socialist Republics" Nominee
1973 "Foreign Language Film" "I Love You Rosa" Israel Nominee
1973 "Foreign Language Film" "My Dearest Señorita" Spain Nominee
1973 "Foreign Language Film" "The New Land" Sweden Nominee
1973 "Special Achievement Award (Visual Effects)" "The Poseidon Adventure" "L. B. Abbott, A. D. Flowers" Winner
1973 "Special Achievement Award (Visual Effects)"   Nominee
1974 "Foreign Language Film" "Day for Night" France Winner
1974 "Foreign Language Film" "The House on Chelouche Street" Israel Nominee
1974 "Foreign Language Film" L'Invitation Switzerland Nominee
1974 "Foreign Language Film" "The Pedestrian" "West Germany" Nominee
1974 "Foreign Language Film" "Turkish Delight" "The Netherlands" Nominee
1975 "Foreign Language Film" Amarcord Italy Winner
1975 "Foreign Language Film" "Cats' Play" Hungary Nominee
1975 "Foreign Language Film" "The Deluge" Poland Nominee
1975 "Foreign Language Film" "Lacombe, Lucien" France Nominee
1975 "Foreign Language Film" "The Truce" Argentina Nominee
1975 "Special Achievement Award (Visual Effects)" Earthquake "Frank Brendel, Glen Robinson, Albert Whitlock" Winner
1975 "Special Achievement Award (Visual Effects)"   Nominee
1976 "Foreign Language Film" "Dersu Uzala" "Union of Soviet Socialist Republics" Winner
1976 "Foreign Language Film" "Land of Promise" Poland Nominee
1976 "Foreign Language Film" "Letters from Marusia" Mexico Nominee
1976 "Foreign Language Film" "Sandakan No. 8" Japan Nominee
1976 "Foreign Language Film" "Scent of a Woman" Italy Nominee
1976 "Special Achievement Award (Visual Effects)" "The Hindenburg" "Albert Whitlock, Glen Robinson" Winner
1976 "Special Achievement Award (Visual Effects)"   Nominee
1977 "Foreign Language Film" "Black and White in Color" "Ivory Coast" Winner
1977 "Foreign Language Film" "Cousin, Cousine" France Nominee
1977 "Foreign Language Film" "Jacob, the Liar" "German Democratic Republic" Nominee
1977 "Foreign Language Film" "Nights and Days" Poland Nominee
1977 "Foreign Language Film" "Seven Beauties" Italy Nominee
1977 "Special Achievement Award (Visual Effects)" "King Kong" "Carlo Rambaldi, Glen Robinson, Frank Van der Veer" Tie-winner
1977 "Special Achievement Award (Visual Effects)" "Logan's Run" "Carlo Rambaldi, Glen Robinson, Frank Van der Veer" Tie-winner
1977 "Special Achievement Award (Visual Effects)"   Nominee
1977 "Special Achievement Award (Visual Effects)"   Nominee
1978 "Foreign Language Film" "Madame Rosa" France Winner
1978 "Foreign Language Film" Iphigenia Greece Nominee
1978 "Foreign Language Film" "Operation Thunderbolt" Israel Nominee
1978 "Foreign Language Film" "A Special Day" Italy Nominee
1978 "Foreign Language Film" "That Obscure Object of Desire" Spain Nominee
1978 "Visual Effects" "Star WarsClose Encounters of the Third Kind" "John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert BlalackRoy Arbogast, Douglas Trumbull, Matthew Yuricich, Gregory Jein, Richard Yuricich" Winner
1978 "Visual Effects" "Close Encounters of the Third Kind" "Roy Arbogast, Douglas Trumbull, Matthew Yuricich, Gregory Jein, Richard Yuricich" Nominee
1979 "Foreign Language Film" "Get Out Your Handkerchiefs" France Winner
1979 "Foreign Language Film" "The Glass Cell" "German Federal Republic" Nominee
1979 "Foreign Language Film" Hungarians Hungary Nominee
1979 "Foreign Language Film" "Viva Italia!" Italy Nominee
1979 "Foreign Language Film" "White Bim Black Ear" "Union of Soviet Socialist Republics" Nominee
1979 "Special Achievement Award (Visual Effects)" Superman "Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zoran Perisic" Winner
1979 "Special Achievement Award (Visual Effects)"   Nominee
1980 "Foreign Language Film" "The Tin Drum" "Federal Republic of Germany" Winner
1980 "Foreign Language Film" "The Maids of Wilko" Poland Nominee
1980 "Foreign Language Film" "Mama Turns a Hundred" Spain Nominee
1980 "Foreign Language Film" "A Simple Story" France Nominee
1980 "Foreign Language Film" "To Forget Venice" Italy Nominee
1980 "Visual Effects" Alien "H.R. Giger, Carlo Rambaldi, Brian Johnson, Nick Allder, Denys Ayling" Winner
1980 "Visual Effects" "The Black Hole" "Peter Ellenshaw, Art Cruickshank, Eustace Lycett, Danny Lee, Harrison Ellenshaw, Joe Hale" Nominee
1980 "Visual Effects" Moonraker "Derek Meddings, Paul Wilson, John Evans" Nominee
1980 "Visual Effects" 1941 "William A. Fraker, A. D. Flowers, Gregory Jein" Nominee
1980 "Visual Effects" "Star Trek - The Motion Picture" "Douglas Trumbull, John Dykstra, Richard Yuricich, Robert Swarthe, Dave Stewart, Grant McCune" Nominee
1981 "Foreign Language Film" "Moscow Does Not Believe in Tears" "Union of Soviet Socialist Republics" Winner
1981 "Foreign Language Film" Confidence Hungary Nominee
1981 "Foreign Language Film" "Kagemusha (The Shadow Warrior)" Japan Nominee
1981 "Foreign Language Film" "The Last Metro" France Nominee
1981 "Foreign Language Film" "The Nest" Spain Nominee
1981 "Special Achievement Award (Visual Effects)" "The Empire Strikes Back" "Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson" Winner
1981 "Special Achievement Award (Visual Effects)"   Nominee
1982 "Foreign Language Film" Mephisto Hungary Winner
1982 "Foreign Language Film" "The Boat Is Full" Switzerland Nominee
1982 "Foreign Language Film" "Man of Iron" Poland Nominee
1982 "Foreign Language Film" "Muddy River" Japan Nominee
1982 "Foreign Language Film" "Three Brothers" Italy Nominee
1982 "Visual Effects" "Raiders of the Lost ArkDragonslayer" "Richard Edlund, Kit West, Bruce Nicholson, Joe JohnstonDennis Muren, Phil Tippett, Ken Ralston, Brian Johnson" Winner
1982 "Visual Effects" Dragonslayer "Dennis Muren, Phil Tippett, Ken Ralston, Brian Johnson" Nominee
1983 "Foreign Language Film" "Volver a Empezar (""To Begin Again"")" Spain Winner
1983 "Foreign Language Film" "Alsino and the Condor" Nicaragua Nominee
1983 "Foreign Language Film" "Coup de Torchon (""Clean Slate"")" France Nominee
1983 "Foreign Language Film" "The Flight of the Eagle" Sweden Nominee
1983 "Foreign Language Film" "Private Life" "Union of Soviet Socialist Republics" Nominee
1983 "Visual Effects" "E.T. The Extra-Terrestrial" "Carlo Rambaldi, Dennis Muren, Kenneth F. Smith" Winner
1983 "Visual Effects" "Blade Runner" "Douglas Trumbull, Richard Yuricich, David Dryer" Nominee
1983 "Visual Effects" Poltergeist "Richard Edlund, Michael Wood, Bruce Nicholson" Nominee
1984 "Foreign Language Film" "Fanny & Alexander" Sweden Winner
1984 "Foreign Language Film" Carmen Spain Nominee
1984 "Foreign Language Film" "Entre Nous" France Nominee
1984 "Foreign Language Film" "Job's Revolt" Hungary Nominee
1984 "Foreign Language Film" "Le Bal" Algeria Nominee
1984 "Special Achievement Award (Visual Effects)" "Return of the Jedi" "Richard Edlund, Dennis Muren, Ken Ralston, Phil Tippett" Winner
1984 "Special Achievement Award (Visual Effects)"   Nominee
1985 "Foreign Language Film" "Dangerous Moves" Switzerland Winner
1985 "Foreign Language Film" "Beyond the Walls" Israel Nominee
1985 "Foreign Language Film" Camila Argentina Nominee
1985 "Foreign Language Film" "Double Feature" Spain Nominee
1985 "Foreign Language Film" "Wartime Romance" "Union of Soviet Socialist Republics" Nominee
1985 "Visual Effects" "Indiana Jones and the Temple of Doom" "Dennis Muren, Michael McAlister, Lorne Peterson, George Gibbs" Winner
1985 "Visual Effects" Ghostbusters "Richard Edlund, John Bruno, Mark Vargo, Chuck Gaspar" Nominee
1985 "Visual Effects" 2010 "Richard Edlund, Neil Krepela, George Jenson, Mark Stetson" Nominee
1986 "Foreign Language Film" "The Official Story" Argentina Winner
1986 "Foreign Language Film" "Angry Harvest" "Federal Republic of Germany" Nominee
1986 "Foreign Language Film" "Colonel Redl" Hungary Nominee
1986 "Foreign Language Film" "Three Men and a Cradle" France Nominee
1986 "Foreign Language Film" "When Father Was Away on Business" Yugoslavia Nominee
1986 "Visual Effects" Cocoon "Ken Ralston, Ralph McQuarrie, Scott Farrar, David Berry" Winner
1986 "Visual Effects" "Return to Oz" "Will Vinton, Ian Wingrove, Zoran Perisic, Michael Lloyd" Nominee
1986 "Visual Effects" "Young Sherlock Holmes" "Dennis Muren, Kit West, John Ellis, David Allen" Nominee
1987 "Foreign Language Film" "The Assault" "The Netherlands" Winner
1987 "Foreign Language Film" "Betty Blue" France Nominee
1987 "Foreign Language Film" "The Decline of the American Empire" Canada Nominee
1987 "Foreign Language Film" "My Sweet Little Village" Czechoslovakia Nominee
1987 "Foreign Language Film" 38 Austria Nominee
1987 "Visual Effects" Aliens "Robert Skotak, Stan Winston, John Richardson, Suzanne Benson" Winner
1987 "Visual Effects" "Little Shop of Horrors" "Lyle Conway, Bran Ferren, Martin Gutteridge" Nominee
1987 "Visual Effects" "Poltergeist II: The Other Side" "Richard Edlund, John Bruno, Garry Waller, William Neil" Nominee
1988 "Foreign Language Film" "Babette's Feast" Denmark Winner
1988 "Foreign Language Film" "Au Revoir Les Enfants (Goodbye, Children)" France Nominee
1988 "Foreign Language Film" "Course Completed" Spain Nominee
1988 "Foreign Language Film" "The Family" Italy Nominee
1988 "Foreign Language Film" Pathfinder Norway Nominee
1988 "Visual Effects" InnerspacePredator "Dennis Muren, William George, Harley Jessup, Kenneth SmithJoel Hynek, Robert M. Greenberg, Richard Greenberg, Stan Winston" Winner
1988 "Visual Effects" Predator "Joel Hynek, Robert M. Greenberg, Richard Greenberg, Stan Winston" Nominee
1989 "Foreign Language Film" "Pelle the Conqueror" Denmark Winner
1989 "Foreign Language Film" Hanussen Hungary Nominee
1989 "Foreign Language Film" "The Music Teacher" Belgium Nominee
1989 "Foreign Language Film" "Salaam Bombay!" India Nominee
1989 "Foreign Language Film" "Women on the Verge of a Nervous Breakdown" Spain Nominee
1989 "Visual Effects" "Who Framed Roger Rabbit" "Ken Ralston, Richard Williams, Edward Jones, George Gibbs" Winner
1989 "Visual Effects" "Die Hard" "Richard Edlund, Al DiSarro, Brent Boates, Thaine Morris" Nominee
1989 "Visual Effects" Willow "Dennis Muren, Michael McAlister, Phil Tippett, Chris Evans" Nominee
1990 "Foreign Language Film" "Cinema Paradiso" Italy Winner
1990 "Foreign Language Film" "Camille Claudel" France Nominee
1990 "Foreign Language Film" "Jesus of Montreal" Canada Nominee
1990 "Foreign Language Film" "Waltzing Regitze" Denmark Nominee
1990 "Foreign Language Film" "What Happened to Santiago" "Puerto Rico" Nominee
1990 "Visual Effects" "The Abyss" "John Bruno, Dennis Muren, Hoyt Yeatman, Dennis Skotak" Winner
1990 "Visual Effects" "The Adventures of Baron Munchausen" "Richard Conway, Kent Houston" Nominee
1990 "Visual Effects" "Back to the Future Part II" "Ken Ralston, Michael Lantieri, John Bell, Steve Gawley" Nominee
1991 "Foreign Language Film" "Journey of Hope" Switzerland Winner
1991 "Foreign Language Film" "Cyrano de Bergerac" France Nominee
1991 "Foreign Language Film" "Ju Dou" "People's Republic of China" Nominee
1991 "Foreign Language Film" "The Nasty Girl" Germany Nominee
1991 "Foreign Language Film" "Open Doors" Italy Nominee
